name,0,1,2,3,4,5,6,7,8,9,Mean_ag,Std_ag
seq2seq_conv_re_cat_0.3,0.234,0.133,0.229,0.259,0.164,0.164,0.234,0.247,0.236,0.182,0.2082,0.041075053256204065
transformer_conv_re_cat_0.3,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.237,0.182,0.205,0.03816018867877883
transformer_mean_conv_re_cat_0.3,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.238,0.182,0.20509999999999998,0.038245130408981476
rico_conv_re_add_0.4,0.234,0.155,0.223,0.259,0.164,0.163,0.234,0.18,0.222,0.182,0.2016,0.034920481096342305
seq2seq_conv_re_add_0.4,0.238,0.155,0.22,0.208,0.158,0.166,0.234,0.247,0.211,0.186,0.2023,0.032376071410842915
transformer_conv_re_add_0.4,0.234,0.136,0.226,0.207,0.163,0.164,0.233,0.247,0.222,0.182,0.20139999999999997,0.03567688327194515
transformer_mean_conv_re_add_0.4,0.234,0.122,0.252,0.258,0.164,0.164,0.233,0.247,0.216,0.175,0.2065,0.04433565156846125
rico_conv_re_cat_0.4,0.234,0.133,0.217,0.226,0.164,0.164,0.234,0.247,0.236,0.182,0.2037,0.037483463020377396
seq2seq_conv_re_cat_0.4,0.234,0.133,0.253,0.259,0.164,0.164,0.234,0.247,0.236,0.182,0.21059999999999998,0.04288169772758536
transformer_conv_re_cat_0.4,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.237,0.182,0.205,0.03816018867877883
transformer_mean_conv_re_cat_0.4,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.237,0.182,0.205,0.03816018867877883
rico_conv_re_add_0.5,0.238,0.154,0.223,0.253,0.163,0.164,0.234,0.18,0.222,0.182,0.20129999999999998,0.034511012735067625
seq2seq_conv_re_add_0.5,0.233,0.155,0.22,0.208,0.16,0.164,0.232,0.237,0.143,0.196,0.1948,0.034440673628719866
transformer_conv_re_add_0.5,0.233,0.136,0.178,0.207,0.162,0.164,0.234,0.248,0.222,0.182,0.19659999999999997,0.035511125017380116
transformer_mean_conv_re_add_0.5,0.234,0.122,0.227,0.247,0.162,0.164,0.233,0.213,0.215,0.178,0.1995,0.03857784338192067
rico_conv_re_cat_0.5,0.234,0.133,0.217,0.226,0.164,0.164,0.234,0.247,0.236,0.182,0.2037,0.037483463020377396
seq2seq_conv_re_cat_0.5,0.234,0.133,0.253,0.213,0.164,0.164,0.234,0.235,0.236,0.243,0.2109,0.0394371652125251
transformer_conv_re_cat_0.5,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.237,0.243,0.21109999999999998,0.038865022835449355
transformer_mean_conv_re_cat_0.5,0.234,0.133,0.229,0.226,0.164,0.164,0.234,0.247,0.237,0.241,0.2109,0.03870516761364043
rico_conv_re_add_0.6,0.238,0.154,0.236,0.253,0.162,0.164,0.234,0.182,0.195,0.204,0.2022,0.034463894150255275
seq2seq_conv_re_add_0.6,0.231,0.155,0.232,0.205,0.187,0.164,0.232,0.165,0.143,0.197,0.1911,0.031960757187526084
transformer_conv_re_add_0.6,0.234,0.134,0.223,0.207,0.18,0.164,0.234,0.22,0.223,0.177,0.1996,0.03224655020308374
transformer_mean_conv_re_add_0.6,0.233,0.113,0.227,0.248,0.162,0.164,0.234,0.213,0.199,0.177,0.197,0.04024425424827748
rico_conv_re_cat_0.6,0.234,0.133,0.251,0.227,0.164,0.164,0.234,0.209,0.236,0.182,0.20339999999999997,0.03782644577540956
seq2seq_conv_re_cat_0.6,0.234,0.133,0.173,0.252,0.177,0.164,0.234,0.24,0.236,0.164,0.20070000000000002,0.04030645109656766
transformer_conv_re_cat_0.6,0.234,0.133,0.229,0.227,0.164,0.164,0.234,0.181,0.237,0.241,0.2044,0.03765687188283169
transformer_mean_conv_re_cat_0.6,0.234,0.133,0.229,0.227,0.164,0.164,0.234,0.209,0.237,0.241,0.2072,0.03684508108282569
rico_conv_re_add_0.7,0.238,0.154,0.226,0.253,0.166,0.164,0.234,0.192,0.194,0.204,0.20249999999999999,0.03272078849905668
seq2seq_conv_re_add_0.7,0.203,0.155,0.218,0.196,0.189,0.163,0.196,0.204,0.158,0.197,0.1879,0.020505852823035672
transformer_conv_re_add_0.7,0.229,0.134,0.246,0.207,0.18,0.164,0.196,0.223,0.219,0.182,0.198,0.03201249755954696
transformer_mean_conv_re_add_0.7,0.229,0.113,0.224,0.25,0.163,0.164,0.196,0.191,0.201,0.177,0.19080000000000003,0.03732505860678587
rico_conv_re_cat_0.7,0.234,0.133,0.227,0.212,0.164,0.164,0.234,0.181,0.236,0.182,0.19669999999999999,0.034839776118683656
seq2seq_conv_re_cat_0.7,0.237,0.133,0.238,0.254,0.177,0.164,0.233,0.218,0.236,0.162,0.2052,0.03990689163540553
transformer_conv_re_cat_0.7,0.234,0.133,0.252,0.213,0.164,0.164,0.234,0.181,0.236,0.241,0.2052,0.039158140916034305
transformer_mean_conv_re_cat_0.7,0.234,0.133,0.229,0.213,0.164,0.164,0.234,0.181,0.237,0.241,0.203,0.03704591745388417
rico_conv_re_add_0.8,0.237,0.154,0.229,0.187,0.162,0.163,0.234,0.159,0.215,0.179,0.19190000000000002,0.03186675383530616
seq2seq_conv_re_add_0.8,0.232,0.152,0.241,0.235,0.241,0.163,0.196,0.216,0.204,0.193,0.20729999999999998,0.030146475747589465
transformer_conv_re_add_0.8,0.261,0.169,0.214,0.199,0.201,0.154,0.199,0.223,0.21,0.159,0.19890000000000002,0.03048753843786015
transformer_mean_conv_re_add_0.8,0.23,0.169,0.253,0.2,0.186,0.164,0.21,0.196,0.218,0.175,0.2001,0.02688289418942834
rico_conv_re_cat_0.8,0.234,0.133,0.243,0.254,0.226,0.164,0.233,0.216,0.236,0.162,0.2101,0.039302544446893004
seq2seq_conv_re_cat_0.8,0.251,0.148,0.21,0.239,0.229,0.164,0.233,0.221,0.202,0.238,0.21349999999999997,0.0319663885980259
transformer_conv_re_cat_0.8,0.234,0.133,0.173,0.252,0.227,0.164,0.233,0.213,0.211,0.162,0.20020000000000002,0.03731702024545904
transformer_mean_conv_re_cat_0.8,0.234,0.133,0.253,0.252,0.226,0.164,0.234,0.217,0.22,0.162,0.20950000000000002,0.03939098881724093
rico_conv_re_add_0.9,0.218,0.146,0.222,0.214,0.174,0.176,0.202,0.219,0.211,0.227,0.2009,0.025256484315913808
seq2seq_conv_re_add_0.9,0.234,0.163,0.238,0.173,0.174,0.168,0.184,0.215,0.175,0.172,0.1896,0.026844738776900027
transformer_conv_re_add_0.9,0.22,0.125,0.241,0.197,0.211,0.159,0.216,0.23,0.206,0.202,0.20069999999999996,0.032723233336576014
transformer_mean_conv_re_add_0.9,0.231,0.123,0.212,0.231,0.215,0.166,0.218,0.231,0.152,0.182,0.1961,0.03624486170479893
rico_conv_re_cat_0.9,0.237,0.141,0.234,0.238,0.151,0.164,0.233,0.216,0.208,0.184,0.20059999999999997,0.03578882507152198
seq2seq_conv_re_cat_0.9,0.221,0.139,0.23,0.173,0.194,0.159,0.195,0.236,0.184,0.182,0.19129999999999997,0.029414452230153803
transformer_conv_re_cat_0.9,0.233,0.134,0.213,0.251,0.213,0.164,0.196,0.231,0.154,0.208,0.1997,0.03582750340171639
transformer_mean_conv_re_cat_0.9,0.233,0.172,0.251,0.219,0.179,0.164,0.196,0.226,0.202,0.242,0.20839999999999997,0.028855502074994297
