name,0,1,2,3,4,5,6,7,8,9,Mean_ng,Std_ng
transformer_mean_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
rico_conv_re_add_0.4,0.51,0.437,0.463,0.474,0.455,0.48,0.462,0.474,0.443,0.439,0.46369999999999995,0.021099999999999997
seq2seq_conv_re_add_0.4,0.501,0.44,0.471,0.483,0.467,0.475,0.462,0.477,0.44,0.48,0.46959999999999996,0.01782245774297136
transformer_conv_re_add_0.4,0.51,0.437,0.47,0.473,0.455,0.48,0.461,0.455,0.457,0.48,0.4678000000000001,0.018840382161729095
transformer_mean_conv_re_add_0.4,0.51,0.437,0.463,0.474,0.455,0.48,0.462,0.474,0.446,0.48,0.4680999999999999,0.01949076704493694
rico_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
seq2seq_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_mean_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
rico_conv_re_add_0.5,0.511,0.437,0.463,0.475,0.463,0.48,0.462,0.456,0.45,0.473,0.46699999999999997,0.018899735447883915
seq2seq_conv_re_add_0.5,0.504,0.44,0.471,0.483,0.467,0.475,0.462,0.463,0.44,0.48,0.4685,0.01830437106267243
transformer_conv_re_add_0.5,0.51,0.437,0.47,0.472,0.472,0.479,0.461,0.476,0.456,0.48,0.47129999999999994,0.01781600404131072
transformer_mean_conv_re_add_0.5,0.51,0.437,0.467,0.474,0.455,0.48,0.462,0.472,0.455,0.48,0.4692,0.018508376482014838
rico_conv_re_cat_0.5,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.446,0.439,0.46449999999999997,0.020920086041888063
seq2seq_conv_re_cat_0.5,0.51,0.437,0.463,0.474,0.467,0.48,0.462,0.474,0.446,0.439,0.4652,0.0206145579627602
transformer_conv_re_cat_0.5,0.51,0.437,0.469,0.638,0.454,0.48,0.462,0.474,0.446,0.439,0.4809,0.056301776170916674
transformer_mean_conv_re_cat_0.5,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
rico_conv_re_add_0.6,0.511,0.437,0.463,0.466,0.471,0.48,0.462,0.456,0.45,0.473,0.4669,0.018732058082335745
seq2seq_conv_re_add_0.6,0.475,0.446,0.47,0.479,0.437,0.464,0.462,0.464,0.44,0.48,0.4617000000000001,0.014893287078412198
transformer_conv_re_add_0.6,0.51,0.442,0.459,0.471,0.47,0.486,0.461,0.463,0.461,0.47,0.46929999999999994,0.01722817459860446
transformer_mean_conv_re_add_0.6,0.497,0.437,0.467,0.473,0.455,0.486,0.462,0.444,0.455,0.48,0.46560000000000007,0.017856091397615542
rico_conv_re_cat_0.6,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.446,0.439,0.46449999999999997,0.020920086041888063
seq2seq_conv_re_cat_0.6,0.51,0.437,0.47,0.475,0.471,0.48,0.462,0.472,0.446,0.469,0.4692,0.01858386396850773
transformer_conv_re_cat_0.6,0.51,0.437,0.469,0.475,0.454,0.48,0.462,0.473,0.446,0.439,0.4645,0.020924865590966166
transformer_mean_conv_re_cat_0.6,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.446,0.439,0.46449999999999997,0.020920086041888063
rico_conv_re_add_0.7,0.5,0.437,0.468,0.478,0.464,0.479,0.456,0.459,0.45,0.476,0.4667,0.01678719750285913
seq2seq_conv_re_add_0.7,0.476,0.446,0.47,0.482,0.451,0.48,0.462,0.456,0.44,0.48,0.46430000000000005,0.014670037491431288
transformer_conv_re_add_0.7,0.51,0.443,0.461,0.476,0.469,0.486,0.461,0.47,0.452,0.479,0.4707,0.01784404662625605
transformer_mean_conv_re_add_0.7,0.497,0.437,0.467,0.478,0.47,0.486,0.462,0.446,0.467,0.48,0.469,0.01698823122046553
rico_conv_re_cat_0.7,0.51,0.437,0.47,0.474,0.467,0.48,0.462,0.474,0.446,0.439,0.4659,0.02064679151829649
seq2seq_conv_re_cat_0.7,0.511,0.437,0.466,0.475,0.471,0.48,0.462,0.439,0.446,0.472,0.4659000000000001,0.020854016399725017
transformer_conv_re_cat_0.7,0.51,0.437,0.463,0.475,0.469,0.48,0.462,0.473,0.446,0.439,0.4654,0.0206455806409023
transformer_mean_conv_re_cat_0.7,0.51,0.437,0.463,0.474,0.454,0.48,0.462,0.474,0.446,0.483,0.4683,0.019763855899090133
rico_conv_re_add_0.8,0.5,0.453,0.458,0.466,0.473,0.487,0.458,0.465,0.468,0.455,0.46830000000000005,0.014198943622678404
seq2seq_conv_re_add_0.8,0.508,0.424,0.458,0.486,0.466,0.449,0.484,0.462,0.466,0.483,0.4686,0.02200545386943882
transformer_conv_re_add_0.8,0.51,0.419,0.457,0.48,0.479,0.486,0.462,0.471,0.467,0.483,0.47140000000000004,0.022428553230201896
transformer_mean_conv_re_add_0.8,0.497,0.445,0.459,0.478,0.471,0.486,0.462,0.46,0.46,0.477,0.46950000000000014,0.014513786549346786
rico_conv_re_cat_0.8,0.51,0.437,0.464,0.474,0.471,0.48,0.462,0.469,0.446,0.439,0.4652,0.020527055317312318
seq2seq_conv_re_cat_0.8,0.51,0.462,0.453,0.465,0.467,0.478,0.462,0.46,0.447,0.453,0.4657,0.016876314763596932
transformer_conv_re_cat_0.8,0.51,0.437,0.471,0.475,0.472,0.48,0.462,0.466,0.447,0.47,0.46900000000000003,0.018487833837418595
transformer_mean_conv_re_cat_0.8,0.51,0.437,0.47,0.475,0.472,0.48,0.462,0.462,0.446,0.48,0.4694000000000001,0.01902209241907945
rico_conv_re_add_0.9,0.497,0.429,0.468,0.473,0.468,0.485,0.441,0.464,0.454,0.44,0.4619,0.02007211996775627
seq2seq_conv_re_add_0.9,0.482,0.45,0.482,0.477,0.472,0.482,0.477,0.468,0.454,0.475,0.47189999999999993,0.010876120631916498
transformer_conv_re_add_0.9,0.491,0.449,0.465,0.48,0.463,0.485,0.462,0.476,0.448,0.47,0.4689,0.013612126946219672
transformer_mean_conv_re_add_0.9,0.514,0.443,0.467,0.482,0.47,0.487,0.461,0.466,0.447,0.46,0.4697,0.0195757503049053
rico_conv_re_cat_0.9,0.51,0.446,0.456,0.482,0.459,0.48,0.462,0.454,0.452,0.437,0.4638000000000001,0.020212867188996217
seq2seq_conv_re_cat_0.9,0.498,0.442,0.474,0.478,0.475,0.442,0.498,0.492,0.464,0.476,0.4739000000000001,0.019091621198840076
transformer_conv_re_cat_0.9,0.517,0.441,0.462,0.471,0.465,0.48,0.458,0.472,0.451,0.458,0.46749999999999997,0.0195716631894175
transformer_mean_conv_re_cat_0.9,0.502,0.442,0.452,0.486,0.439,0.48,0.461,0.466,0.464,0.458,0.465,0.018644033898274265
